id,source_de,target_id,status,note
O011-TERM-0190,Lie-Klammer,braket Lie,admitted,Kurung Lie is retained as a retrieval alias; braket Lie is the reader term
O011-TERM-0191,Lie-Algebra,aljabar Lie,admitted,Lie algebra
O011-TERM-0192,relatives Produkt,produk relatif,admitted,Relative product; produk serat is a retrieval alias where fiber-product language is used
O011-TERM-0193,Rückzug,tarik balik,admitted,Pullback
O011-TERM-0194,differenzierbare Gruppenstruktur,struktur grup diferensiabel,admitted,Differentiable group structure
O011-TERM-0195,Kartenumgebung,lingkungan koordinat,admitted,Coordinate neighborhood
O011-TERM-0196,Kartenabbildung,pemetaan koordinat,admitted,Coordinate map
O011-TERM-0197,Vektorbündel,bundel vektor,admitted,Vector bundle
O011-TERM-0198,reelles Vektorbündel,bundel vektor riil,admitted,Real vector bundle; riil is the consistent reader spelling
O011-TERM-0199,Rang,rank,admitted,Bundle or linear-map rank
O011-TERM-0200,Totalraum,ruang total,admitted,Total space of a bundle
O011-TERM-0201,Basisraum,ruang dasar,admitted,Base space of a bundle
O011-TERM-0202,Trivialisierung,trivialisasi,admitted,Bundle trivialization
O011-TERM-0203,triviales Vektorbündel,bundel vektor trivial,admitted,Trivial vector bundle
O011-TERM-0204,Geradenbündel,bundel garis,admitted,Line bundle
O011-TERM-0205,Vektorbündelhomomorphismus,homomorfisme bundel vektor,admitted,Vector-bundle homomorphism
O011-TERM-0206,Kernbündel,bundel kernel,admitted,Kernel bundle
O011-TERM-0207,Nullschnitt,penampang nol,admitted,Zero section
O011-TERM-0208,Basisschnitt,penampang basis,admitted,Frame or basis section in the source convention
O011-TERM-0209,Verklebungsdatum,data perekatan,admitted,Gluing datum; perekatan is retained consistently across Unit 12
O011-TERM-0210,Matrixbeschreibung,deskripsi matriks,admitted,Matrix description of transition data
O011-TERM-0211,Untervektorbündel,subbundel vektor,admitted,Vector subbundle
O011-TERM-0212,kurze exakte Sequenz,barisan eksak pendek,admitted,Short exact sequence
O011-TERM-0213,direkte Summe von Vektorbündeln,jumlah langsung bundel vektor,admitted,Direct sum of vector bundles
O011-TERM-0214,Möbiusband,pita Möbius,admitted,Mobius band or line bundle
O011-TERM-0215,Tensorprodukt,produk tensor,admitted,Includes vector-bundle tensor products
O011-TERM-0216,Kroneckerprodukt,produk Kronecker,admitted,Matrix description of a tensor product
O011-TERM-0217,äußeres Produkt,produk eksterior,admitted,Exterior power; ordinal follows context
O011-TERM-0218,Determinantenbündel,bundel determinan,admitted,Top exterior power
O011-TERM-0219,Homomorphismenbündel,bundel homomorfisme,admitted,
O011-TERM-0220,duales Bündel,bundel dual,admitted,
O011-TERM-0221,differenzierbares Vektorbündel,bundel vektor diferensiabel,admitted,
O011-TERM-0222,orientierungstreu,mempertahankan orientasi,admitted,
O011-TERM-0223,orientierbar,dapat diorientasikan,admitted,
O011-TERM-0224,überdeckungskompakt,kompak terhadap tutupan,admitted,
O011-TERM-0225,abzählbare Basis,basis terhitung,admitted,
O011-TERM-0226,Häufungspunkt,titik akumulasi,admitted,
O011-TERM-0227,Teilfolge,barisan bagian,admitted,Subsequence
O011-TERM-0228,Teilüberdeckung,subtutupan,admitted,Subcover
O011-TERM-0229,Bildmaß,ukuran citra,admitted,Pushforward measure
O011-TERM-0230,Dichte,kerapatan,admitted,Measure density
O011-TERM-0231,Borel-Lebesgue-Maß,ukuran Borel--Lebesgue,admitted,
O011-TERM-0232,Untermatrix,submatriks,admitted,
O011-TERM-0233,Dachprodukt,produk eksterior,admitted,Exterior product or exterior power in the source vocabulary
O011-TERM-0234,alternierende multilineare Abbildung,pemetaan multilinear selang-seling,admitted,Alternating multilinear map
O011-TERM-0235,Pfaffsche Form,bentuk Pfaff,admitted,Pfaffian one-form
O011-TERM-0236,Zurückziehen von Differentialformen,penarikan balik bentuk diferensial,admitted,Pullback operation for differential forms
O011-TERM-0237,zurückgezogene Differentialform,bentuk diferensial tarik balik,admitted,Resulting pulled-back differential form
O011-TERM-0238,Form vom Grad k,bentuk berderajat k,admitted,Differential form of degree k
O011-TERM-0239,orientierte Dichte,kerapatan berorientasi,admitted,Signed or oriented density; positive measure densities use the absolute Jacobian determinant
O011-TERM-0240,Integrationstheorie,teori integrasi,admitted,
O011-TERM-0241,Volumenform,bentuk volume,admitted,Top-degree differential form
O011-TERM-0242,positive Volumenform,bentuk volume positif,admitted,Positivity is relative to the admitted oriented atlas
O011-TERM-0243,Volumenmaß,ukuran volume,admitted,
O011-TERM-0244,Maß,ukuran,admitted,Measure-theoretic sense
O011-TERM-0245,Nullmenge,himpunan nol,admitted,
O011-TERM-0246,Wegintegral,integral lintasan,admitted,Line integral of a one-form along a curve
O011-TERM-0247,Flächenform,bentuk luas,admitted,Top-degree form on a surface
O011-TERM-0248,Borel-Menge,himpunan Borel,admitted,
O011-TERM-0249,sigma-endliches Maß,ukuran sigma-hingga,admitted,Rendered with the mathematical sigma symbol in reader formulas
O011-TERM-0250,Integration längs einer Abbildung,integrasi sepanjang pemetaan,admitted,Integration after pullback to the source manifold
O011-TERM-0251,riemannsche Mannigfaltigkeit,manifold Riemann,admitted,Riemannian manifold
O011-TERM-0252,riemannsche Metrik,metrik Riemann,admitted,Riemannian metric
O011-TERM-0253,metrische Fundamentalmatrix,matriks fundamental metrik,admitted,Coordinate Gram matrix of a Riemannian metric
O011-TERM-0254,kanonische Volumenform,bentuk volume kanonik,admitted,Orientation-dependent Riemannian volume form
O011-TERM-0255,kanonisches Maß,ukuran kanonik,admitted,Riemannian volume measure
O011-TERM-0256,Isometrie,isometri,admitted,
O011-TERM-0257,riemannsches Vektorbündel,bundel vektor Riemann,admitted,Riemannian vector bundle
O011-TERM-0258,Sphäre,sfer,admitted,Sphere surface rather than the solid ball
O011-TERM-0259,Flächeninhalt,luas permukaan,admitted,Surface area rather than enclosed volume
O011-TERM-0260,Rotationsfläche,permukaan putar,admitted,Surface of revolution
O011-TERM-0261,Kartographie,kartografi,admitted,
O011-TERM-0262,flächentreu,mempertahankan luas,admitted,Equal-area map
O011-TERM-0263,längentreu,mempertahankan panjang,admitted,Length-preserving map
O011-TERM-0264,winkeltreu,konformal,admitted,Angle-preserving; reader prose may say mempertahankan sudut
O011-TERM-0265,Längenkreis,lingkaran bujur,admitted,Meridian great circle rather than an arbitrary longitude coordinate
O011-TERM-0266,Breitenkreis,lingkaran lintang,admitted,Parallel of latitude
O011-TERM-0267,Großkreis,lingkaran besar,admitted,Great circle on a sphere
O011-TERM-0268,stereographische Projektion,proyeksi stereografis,admitted,
O011-TERM-0269,obere Halbkugel,hemisfer atas,admitted,Upper hemisphere rather than a solid half-ball
O011-TERM-0270,Mercator-Projektion,proyeksi Mercator,admitted,Conformal cylindrical map with an unbounded vertical coordinate
O011-TERM-0271,Transformationsformel,rumus transformasi,admitted,Change-of-variables formula for volume forms and measures
O011-TERM-0272,isometrisch,isometrik,admitted,Metric-preserving in the Riemannian sense
O011-TERM-0273,Poincarésche Halbebene,setengah bidang Poincaré,admitted,Upper-half-plane model of hyperbolic geometry
O011-TERM-0274,hyperbolische Kreisscheibe,cakram hiperbolik,admitted,Poincare disk model
O011-TERM-0275,Minkowski-Form,bentuk Minkowski,admitted,Indefinite symmetric bilinear form
O011-TERM-0276,zweischaliges Hyperboloid,hiperboloid dua lembar,admitted,Two-sheeted hyperboloid
O011-TERM-0277,Weingartenabbildung,pemetaan Weingarten,admitted,Shape operator with the source convention L=-DN
O011-TERM-0278,zweite Fundamentalform,bentuk fundamental kedua,admitted,Second fundamental form
O011-TERM-0279,zweite Fundamentalmatrix,matriks fundamental kedua,admitted,Coordinate matrix of the second fundamental form
O011-TERM-0280,Hauptkrümmung,kelengkungan utama,admitted,Principal curvature; sign depends on the chosen unit normal
O011-TERM-0281,Gaußkrümmung,kelengkungan Gauss,admitted,Gaussian curvature
O011-TERM-0282,Christoffelsymbol,simbol Christoffel,admitted,Coordinate connection coefficients
O011-TERM-0283,Brioschische Formel,rumus Brioschi,admitted,Intrinsic formula for Gaussian curvature
O011-TERM-0284,intrinsisch,intrinsik,admitted,Determined by the Riemannian metric rather than an embedding
O011-TERM-0285,Normalenfeld,medan normal,admitted,A chosen unit normal field when orientation-dependent signs matter
O011-TERM-0286,geschlossene Differentialform,bentuk diferensial tertutup,admitted,Closed differential form; context-specific sense of geschlossen
O011-TERM-0287,exakte Differentialform,bentuk diferensial eksak,admitted,Exact differential form; distinguish from an exact sequence
O011-TERM-0288,Stammform,bentuk primitif,admitted,Primitive differential form; distinguish from Stammfunktion
O011-TERM-0289,Stammfunktion,antiturunan,admitted,Primitive or antiderivative of a function
O011-TERM-0290,euklidischer Halbraum,setengah ruang Euklides,admitted,Closed half-space model used for manifolds with boundary
O011-TERM-0291,Mannigfaltigkeit mit Rand,manifold berbatas,admitted,Manifold with boundary
O011-TERM-0292,Rand,batas,admitted,Boundary of a half-space or manifold; retain context
O011-TERM-0293,Randpunkt,titik batas,admitted,Boundary point
O011-TERM-0294,induzierte Topologie,topologi terinduksi,admitted,Subspace topology in this unit
O011-TERM-0295,Integrabilitätsbedingung,syarat keterintegralan,admitted,Compatibility condition for a gradient field
O011-TERM-0296,Halbebene,setengah bidang,admitted,Generic half-plane; distinct from the Poincare half-plane row
O011-TERM-0297,Quadrant,kuadran,admitted,
O011-TERM-0298,höhere Ableitung,turunan tingkat tinggi,admitted,
O011-TERM-0299,Randmannigfaltigkeit,manifold batas,admitted,The boundary manifold itself; distinguish from a manifold with boundary
O011-TERM-0300,äußere Normale,normal luar,admitted,Outward normal along the boundary
O011-TERM-0301,Orientierung durch die äußere Normale,orientasi oleh normal luar,admitted,Boundary orientation convention induced by an outward normal first
O011-TERM-0302,differenzierbarer Halbweg,lintasan-separuh diferensiabel,admitted,Differentiable one-sided path based at a boundary point
O011-TERM-0303,Annulus,anulus,admitted,Annular region; use tertutup when the source specifies closed
O011-TERM-0304,Kreisring,anulus,admitted,Planar annulus
O011-TERM-0305,abgeschlossene Kreisscheibe,cakram tertutup,admitted,Closed disk including its boundary
